WKT,osm_id,name,ref,type,oneway,bridge,maxspeed
"MULTILINESTRING ((-88.9993586 42.5357944,-88.999604 42.535431,-88.999706 42.535275,-88.9999868 42.5350923))",21583820,Turnberry Court,,residential,0,0,
"MULTILINESTRING ((-89.027756 42.548778,-89.027761 42.549289))",21583858,Manitou Drive,,residential,0,0,
"MULTILINESTRING ((-89.0198773 42.5179096,-89.0198742 42.5204171,-89.019865 42.520741,-89.0198544 42.5208309,-89.0198228 42.5209213,-89.0197595 42.5210495,-89.0197007 42.5211593,-89.019625 42.5212681,-89.019542 42.5213526,-89.019455 42.5214284,-89.0193482 42.52151,-89.0191822 42.5215858,-89.0191031 42.5216499,-89.018948 42.52181))",21583869,Fayette Avenue,,residential,0,0,
"MULTILINESTRING ((-89.019625 42.5212681,-89.019625 42.5213788,-89.0196369 42.5214575,-89.0196646 42.5215246,-89.019698 42.521565,-89.019782 42.521697,-89.019832 42.521802,-89.019854 42.521908,-89.0198753 42.5226261,-89.019863 42.5250281))",21583873,Fayette Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0197033 42.5250256,-89.019654 42.5277445))",21583877,Fayette Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0279576 42.5314292,-89.02676 42.5314305))",21583905,Sharps Court,,residential,0,0,
"MULTILINESTRING ((-89.0526996 42.5035297,-89.0526972 42.5039858,-89.0527057 42.5053437,-89.0527158 42.5071801,-89.0527131 42.5076086,-89.0527491 42.5087584,-89.0527421 42.5092016,-89.0527439 42.5096022,-89.0527574 42.5108143,-89.0527494 42.5126152,-89.0527494 42.5144182))",21583946,Lincoln Avenue,,residential,0,0,
"MULTILINESTRING ((-88.9969878 42.5194915,-88.996968 42.520386))",21583948,South Lodge Drive,,residential,0,0,
"MULTILINESTRING ((-89.0393074 42.5171673,-89.0402774 42.5171321,-89.0407501 42.5171145,-89.0408377 42.5171084,-89.0409665 42.5170948,-89.0411625 42.5170683))",21583961,Trush Court,,residential,0,0,
"MULTILINESTRING ((-89.0139832 42.5416236,-89.013846 42.540968,-89.013783 42.540717,-89.013717 42.540453,-89.013629 42.540291,-89.013293 42.539941,-89.012913 42.539627,-89.012715 42.539551,-89.012507 42.539494,-89.0118546 42.5394939,-89.0117655 42.5394939,-89.011631 42.5394939,-89.010005 42.539481,-89.008541 42.539467,-89.00761 42.539464,-89.007207 42.539463,-89.005909 42.539474,-89.0055993 42.5394711,-89.00527 42.539468,-89.004947 42.539458,-89.004755 42.5394415,-89.0046551 42.539433,-89.004644 42.539432,-89.003465 42.539333,-89.003203 42.539322,-89.002729 42.539327,-89.002291 42.53935,-89.001917 42.539369,-89.000999 42.539382,-88.999963 42.539396,-88.99931 42.539396,-88.999139 42.539396,-88.999077 42.539396,-88.99637 42.539397,-88.995502 42.539386,-88.994974 42.53938,-88.994805 42.539363))",21583976,Murphy Woods Road,,residential,0,0,
"MULTILINESTRING ((-89.0336256 42.4977266,-89.033627 42.4978193,-89.0336283 42.4979018,-89.0336356 42.4985734,-89.033637 42.4986978))",21583998,Pleasant Street,,residential,0,0,25
"MULTILINESTRING ((-89.031769 42.507005,-89.0317 42.507211,-89.031681 42.507439,-89.031686 42.507687,-89.0317177 42.5082109,-89.031723 42.508299))",21584002,Pleasant Street,US 51,primary,1,0,30
"MULTILINESTRING ((-88.989028 42.538239,-88.988898 42.538157,-88.988674 42.538099,-88.988419 42.538095,-88.9861153 42.5380854))",21584029,Sharon Drive,,residential,0,0,
"MULTILINESTRING ((-89.0332252 42.5080619,-89.0331475 42.5080757))",21584035,Portland Avenue,WI 81,primary,0,0,
"MULTILINESTRING ((-89.0514982 42.5071704,-89.0521123 42.5071752,-89.0527158 42.5071801,-89.0533123 42.5071942,-89.0539054 42.50719,-89.0544853 42.5071934,-89.0551001 42.507185,-89.0551875 42.5071863,-89.0557088 42.5071871,-89.056425 42.5071905,-89.057081 42.5071799,-89.0576908 42.5071856,-89.0583283 42.5071844,-89.0589284 42.5071831,-89.0595364 42.5071825,-89.0601399 42.5071913,-89.060759 42.5071907,-89.0613702 42.5071969,-89.0638069 42.5072408,-89.0650068 42.5072467,-89.0662304 42.5072369,-89.0686547 42.507243,-89.0709127 42.50725))",21584037,Portland Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0444904 42.525268,-89.044511 42.525303,-89.0452427 42.5267378,-89.045877 42.527968,-89.046443 42.52907,-89.046827 42.529818,-89.046921 42.530001,-89.047027 42.530206,-89.047583 42.531289,-89.047861 42.531829,-89.047992 42.532085,-89.048081 42.532257,-89.0485895 42.5332723,-89.050465 42.536893,-89.050939 42.537813,-89.0513546 42.5386172,-89.051385 42.538679,-89.051535 42.538973,-89.0516649 42.5392268))",21584101,South Afton Road,CTH D,tertiary,0,0,
"MULTILINESTRING ((-89.0174839 42.5453144,-89.0188473 42.5453164))",21584138,East Carolyn Drive,,residential,0,0,
"MULTILINESTRING ((-89.016239 42.545165,-89.016206 42.545209,-89.016098 42.545264,-89.015151 42.545253))",21584141,East Carolyn Drive,,residential,0,0,
"MULTILINESTRING ((-89.026389 42.543161,-89.023943 42.543151,-89.023461 42.543145,-89.023288 42.543124,-89.023135 42.543078,-89.022961 42.542956))",21584144,Elaine Drive,,residential,0,0,
"MULTILINESTRING ((-89.030294 42.543051,-89.026387 42.543034))",21584145,Elaine Drive,,residential,0,0,
"MULTILINESTRING ((-89.074057 42.528931,-89.075292 42.529117))",21584157,Laurel Drive,,residential,0,0,
"MULTILINESTRING ((-89.0021372 42.5279773,-89.0014624 42.5280264))",21584159,Harmony Lane,,residential,0,0,
"MULTILINESTRING ((-89.047194 42.51855,-89.047404 42.519345,-89.047405 42.519411,-89.047344 42.519462,-89.047296 42.519473))",21584245,8th Street,,residential,0,0,
"MULTILINESTRING ((-89.0465933 42.4992424,-89.0465933 42.5001407,-89.0465746 42.5015128,-89.0465708 42.5017393,-89.0465667 42.5022552,-89.0465624 42.5027773,-89.0465937 42.5034907))",21584247,8th Street,,residential,0,0,
"MULTILINESTRING ((-89.0170035 42.506424,-89.0165527 42.5069208,-89.0164976 42.5069811,-89.0152643 42.5083291,-89.014431 42.509222,-89.0143562 42.509302,-89.013443 42.510278,-89.013182 42.510618,-89.013151 42.510729,-89.0131505 42.5108194,-89.0131499 42.5109171))",21584293,Milwaukee Road,,tertiary,0,0,25
"MULTILINESTRING ((-89.0216288 42.5014049,-89.0215545 42.501426,-89.0214574 42.5014722,-89.0213738 42.5015473,-89.0208789 42.502103,-89.0200177 42.5030656,-89.0199604 42.5031225,-89.0185226 42.5047236))",21584297,Milwaukee Road,,tertiary,0,0,25
"MULTILINESTRING ((-89.0226086 42.4991277,-89.0225176 42.4991492,-89.0221591 42.4992338,-89.0218289 42.4993191,-89.0208075 42.4995829,-89.0205408 42.4996381,-89.0197886 42.4997751,-89.0187345 42.5001394,-89.0187026 42.5001488,-89.0185891 42.5001829,-89.0185029 42.5002058,-89.0184394 42.5002207,-89.0183845 42.5002288,-89.0183047 42.5002319,-89.0168623 42.5001954,-89.0168629 42.5001401,-89.0168696 42.4995365))",21584393,Athletic Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0168696 42.4995365,-89.0164504 42.4996658))",21584395,Athletic Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.009582 42.528586,-89.0095407 42.5306453))",21584412,Corene Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0359691 42.5714097,-89.0352568 42.5713689,-89.0349781 42.5713451,-89.0337443 42.5712068,-89.0335054 42.5711454))",21584436,Acorn Drive,,residential,0,0,
"MULTILINESTRING ((-89.006612 42.5496649,-89.006622 42.55047,-89.006651 42.552707))",21584465,Kensington Lane,,residential,0,0,
"MULTILINESTRING ((-89.02678 42.5179374,-89.0266791 42.5179378,-89.0242802 42.517947,-89.0241661 42.5179474,-89.0240685 42.5179468,-89.023033 42.5179403,-89.0219191 42.5179332,-89.0208661 42.5179203,-89.0207925 42.5179194,-89.0198773 42.5179096,-89.0189611 42.5179095,-89.0180499 42.5179058,-89.016171 42.5179005,-89.015635 42.5178928,-89.0155105 42.5178907,-89.0149038 42.5178875))",21584470,Copeland Avenue,,residential,0,0,
"MULTILINESTRING ((-89.061654 42.526405,-89.061724 42.526332,-89.061844 42.526281,-89.061997 42.526259,-89.064506 42.526279,-89.065099 42.526283,-89.065219 42.526269,-89.065325 42.526243,-89.065404 42.526214,-89.065686 42.526103,-89.065815 42.526057,-89.06593 42.526029,-89.066106 42.52601))",21584480,Fairview Drive,,residential,0,0,
"MULTILINESTRING ((-89.0588764 42.526236,-89.061019 42.526248,-89.061185 42.526255,-89.061281 42.526271,-89.061475 42.526325,-89.061654 42.526405))",21584483,Fairview Drive,,residential,0,0,
"MULTILINESTRING ((-89.0089312 42.5132192,-89.0082302 42.5135346,-89.0075722 42.513865,-89.0072154 42.5140539,-89.004579 42.515535,-89.004097 42.515792,-89.003635 42.516038,-89.00257 42.516603,-89.000517 42.517509,-88.9985662 42.5183124,-88.997493 42.518751,-88.9974003 42.5187889,-88.9968144 42.5190075,-88.9939206 42.5201269,-88.9919111 42.5209228,-88.9905398 42.5214892,-88.9888924 42.5221304,-88.987691 42.522598,-88.9872523 42.5227724,-88.9869174 42.5229056,-88.9855852 42.523438,-88.9854263 42.5235015))",21584599,Milwaukee Road,WI 81,primary,1,0,40
"MULTILINESTRING ((-89.071625 42.527417,-89.072419 42.527698,-89.072559 42.527792,-89.072685 42.5279,-89.07277 42.528026,-89.072816 42.528164,-89.072817 42.52961))",21584613,Christilla Drive,,residential,0,0,
"MULTILINESTRING ((-89.0178739 42.5146595,-89.0177419 42.514658,-89.0165088 42.5146436,-89.0163938 42.514642,-89.0153414 42.5146276,-89.0151652 42.5146226))",21584616,Carnegie Avenue,,residential,0,0,
"MULTILINESTRING ((-89.030843 42.510206,-89.030919 42.510224,-89.03101 42.510288,-89.03104 42.510367,-89.0310392 42.5104979,-89.031038 42.510689,-89.031029 42.510808,-89.03092 42.511138,-89.030907 42.511283,-89.0308667 42.5120824,-89.030838 42.512652,-89.030852 42.512779,-89.030925 42.512891,-89.031164 42.513047,-89.031245 42.51312,-89.031278 42.513196,-89.0313067 42.5133906))",21584681,ABC Parkway,,residential,0,0,
"MULTILINESTRING ((-89.020888 42.503059,-89.020878 42.503105,-89.0208579 42.5031656,-89.020807 42.503319,-89.020761 42.503786,-89.020724 42.503843))",21584689,Hobart Place,,residential,0,0,25
"MULTILINESTRING ((-88.953502 42.537697,-88.952618 42.538433,-88.952342 42.538714,-88.952183 42.538886,-88.951985 42.539124,-88.9508486 42.5410015,-88.9507313 42.5411954,-88.950648 42.541333,-88.950467 42.541767,-88.950461 42.541981,-88.950497 42.542193,-88.950676 42.542591,-88.9507423 42.542744,-88.9507562 42.5428026,-88.950763 42.5428625,-88.9507485 42.542923,-88.9507088 42.5429783,-88.9506586 42.5430303,-88.9505968 42.543066,-88.9504887 42.543111,-88.95027 42.543171))",21584699,South Clinic Road,,residential,0,0,
"MULTILINESTRING ((-89.0540626 42.5253848,-89.0551678 42.5253952,-89.0557203 42.5254005,-89.0564271 42.5254071,-89.0576601 42.5254188,-89.0588867 42.5254303,-89.0600846 42.5254416,-89.0612801 42.5254529,-89.064924 42.5254873,-89.066124 42.5254986,-89.0675801 42.5255124,-89.0692043 42.5255277))",21584743,Burton Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0784101 42.5036617,-89.0783806 42.5083955,-89.0783642 42.510804,-89.0783634 42.5109245,-89.0783659 42.5110396,-89.078387 42.51203,-89.078393 42.513146,-89.078379 42.513204))",21584768,West Street,,residential,0,0,
"MULTILINESTRING ((-88.9855633 42.5201903,-88.9848271 42.5204821,-88.9836541 42.5209469,-88.9835497 42.5209883))",21584770,Reynolds Drive,,residential,0,0,
"MULTILINESTRING ((-89.016061 42.5345541,-89.01605 42.5351976,-89.0160242 42.5375499,-89.015985 42.53994,-89.015978 42.540124,-89.015942 42.540291,-89.015854 42.540437,-89.015713 42.540562,-89.015555 42.540661,-89.015223 42.540719,-89.014882 42.540779,-89.013846 42.540968))",21584775,Wood Drive,,residential,0,0,
"MULTILINESTRING ((-89.0255153 42.4986757,-89.0255121 42.4987856,-89.0254999 42.4992068,-89.0255036 42.4995845,-89.0255045 42.4996777,-89.0255029 42.4997718,-89.0254774 42.5012696,-89.0254756 42.5013758,-89.0254753 42.5014671,-89.0254707 42.5029524,-89.0254704 42.5030495,-89.0254693 42.5031529,-89.0254618 42.5046183,-89.0254613 42.5047128,-89.025461 42.5048146,-89.0254569 42.5062954,-89.025457 42.5063948,-89.0254596 42.5064902,-89.0254562 42.507959,-89.025456 42.5080486,-89.0254562 42.5081322,-89.0254579 42.5089523,-89.0254623 42.5110442,-89.0254625 42.5111419,-89.0254624 42.5112139,-89.0254613 42.5117961,-89.0254609 42.5120099,-89.0254591 42.5130021,-89.025459 42.5130644))",21584779,Harrison Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0254774 42.5204316,-89.0254774 42.5226612,-89.0254693 42.5250604,-89.025465 42.52517,-89.025463 42.525389,-89.025437 42.5277683,-89.025418 42.5293089,-89.025402 42.530298))",21584782,Harrison Avenue,,residential,0,0,
"MULTILINESTRING ((-88.998097 42.521687,-88.997826 42.52163,-88.996728 42.521641,-88.996095 42.521634,-88.995909 42.521651,-88.99576 42.521649,-88.995507 42.521666))",21584838,Clifcorn Drive,,residential,0,0,
"MULTILINESTRING ((-88.995517 42.522053,-88.992954 42.52304))",21584839,Clifcorn Drive,,residential,0,0,
"MULTILINESTRING ((-89.0393166 42.5198683,-89.0393936 42.5198666,-89.041936 42.5198091))",21584861,Beach Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0267854 42.5171185,-89.026671 42.5171184,-89.0242619 42.517116,-89.0241594 42.5171159,-89.0240477 42.5171153,-89.0208618 42.5170968,-89.0207875 42.5170964,-89.0180471 42.5170892))",21584868,Randall Street,,residential,0,0,
"MULTILINESTRING ((-88.9933254 42.5382886,-88.993167 42.538131,-88.993101 42.538036,-88.993008 42.5379,-88.992957 42.537859,-88.9929 42.537839,-88.992839 42.53784,-88.992775 42.537878,-88.992727 42.53792,-88.992693 42.53797,-88.992677 42.538031,-88.992699 42.538166,-88.992734 42.538246,-88.992929 42.538525,-88.992997 42.538575,-88.99307 42.538593,-88.993146 42.538587,-88.9932 42.538553,-88.993238 42.5385,-88.993333 42.538321,-88.9933254 42.5382886))",21584880,Hawthorne Drive,,residential,1,0,
"MULTILINESTRING ((-89.0207638 42.5146586,-89.0206829 42.5146581,-89.0191718 42.5146496))",21584884,Hull Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0312362 42.5226819,-89.031247 42.52345,-89.031244 42.524249,-89.031242 42.5250933,-89.031258 42.525248,-89.031236 42.527819,-89.0312117 42.5293359))",21584904,Glen Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0264295 42.5531458,-89.025607 42.5531127,-89.025476 42.5531165,-89.025383 42.553152,-89.025333 42.553232,-89.02531 42.553329,-89.0252211 42.5540943))",21584947,Park Avenue Plaza,,residential,0,0,
"MULTILINESTRING ((-89.018762 42.509201,-89.0186906 42.5092806,-89.0172439 42.5108944,-89.0171617 42.5109861))",21584953,Eaton Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0169663 42.5109841,-89.016901 42.512708,-89.0168742 42.5129705))",21584954,Eaton Avenue,,residential,0,0,
"MULTILINESTRING ((-88.9772336 42.5237899,-88.9771893 42.5238273,-88.9771766 42.5238786,-88.9771766 42.5239299,-88.9773286 42.5246021,-88.977354 42.5246581,-88.9773666 42.5246736,-88.977392 42.5247048,-88.9775123 42.5247935,-88.9779936 42.5250595,-88.9780633 42.5250969,-88.978208 42.525115,-88.978307 42.525116,-88.978451 42.525097,-88.97861 42.525058,-88.9790039 42.5249239,-88.979071 42.524901,-88.979208 42.524858,-88.979341 42.524844,-88.979459 42.524883,-88.979547 42.524965,-88.9796625 42.5251176,-88.9798193 42.5253966))",21585046,Ford Street,,residential,0,0,
"MULTILINESTRING ((-89.042654 42.530129,-89.044538 42.529605,-89.046443 42.52907))",21585074,Rice Drive,,residential,0,0,
"MULTILINESTRING ((-89.020083 42.505607,-89.020101 42.505629,-89.020121 42.505702,-89.0201296 42.5063122,-89.020131 42.506408))",21585284,Howes Drive,,residential,0,0,25
"MULTILINESTRING ((-89.013781 42.55831,-89.013737 42.560547))",21585298,South Davis Drive,,residential,0,0,
"MULTILINESTRING ((-89.0675401 42.5063312,-89.0686536 42.5063226))",21585411,Lenox Street,,residential,0,0,
"MULTILINESTRING ((-89.0282191 42.5030447,-89.0283541 42.5030434,-89.0287139 42.5030399,-89.0288382 42.5030397,-89.02888 42.5030396,-89.0290651 42.5030394,-89.0294343 42.5030388,-89.0294943 42.5030353,-89.0295423 42.50303,-89.0295623 42.5030084))",21585426,Chapin Street,,residential,1,0,25
"MULTILINESTRING ((-89.0601024 42.5035472,-89.0601073 42.5040071,-89.060108 42.505348,-89.0601399 42.5071913,-89.0601509 42.5076364,-89.0601901 42.5092295,-89.0601741 42.510833,-89.0601643 42.5129285,-89.0601528 42.5139453,-89.0601508 42.5140064,-89.0601382 42.5140623,-89.0601163 42.5141101,-89.0600686 42.5141978))",21585444,Johnson Street,,residential,0,0,
"MULTILINESTRING ((-89.060103 42.516304,-89.0601197 42.5181334,-89.0600916 42.5217954,-89.0600846 42.5254416))",21585446,Johnson Street,,residential,0,0,
"MULTILINESTRING ((-89.0466049 42.4974371,-89.0427289 42.4974735))",21585456,Kenwood Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0466049 42.4972437,-89.0490301 42.4972609,-89.0514669 42.4972738))",21585457,Kenwood Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0514624 42.4971702,-89.0539154 42.4971706,-89.0545508 42.4971663,-89.0563776 42.497156,-89.0587097 42.4971585,-89.0588125 42.4971586,-89.0589311 42.497159,-89.0612793 42.4971664,-89.0637179 42.4971691,-89.0660679 42.4971795))",21585459,Kenwood Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0361182 42.5706166,-89.0341202 42.5704344,-89.0339417 42.5704036,-89.0338194 42.5703854,-89.0329597 42.5702745,-89.0328383 42.5702485,-89.0326251 42.5701857))",21585547,Powers Drive,,residential,0,0,
"MULTILINESTRING ((-89.056414 42.528643,-89.056405 42.530152,-89.056381 42.533585,-89.0563341 42.5398941,-89.0563333 42.5400137))",21585557,South McKinley Road,,tertiary,0,0,
"MULTILINESTRING ((-89.0102182 42.5335789,-89.0101947 42.5360789,-89.010156 42.538763,-89.010137 42.538951,-89.010126 42.539126,-89.010005 42.539481,-89.009943 42.539759,-89.009908 42.540117,-89.009926 42.5417313,-89.009896 42.5419256,-89.009794 42.5421601,-89.009778 42.542339,-89.009742 42.543631,-89.009773 42.543774))",21585601,Sunshine Lane,,residential,0,0,
"MULTILINESTRING ((-89.0625176 42.5218172,-89.062482 42.524392))",21585610,Mary Street,,residential,0,0,
"MULTILINESTRING ((-89.0626199 42.5092772,-89.0626131 42.5108639))",21585611,Mary Street,,residential,0,0,
"MULTILINESTRING ((-89.042782 42.518732,-89.043017 42.519552,-89.043192 42.520166))",21585680,Bluff Street,,residential,0,0,
"MULTILINESTRING ((-89.0418603 42.5072726,-89.0419075 42.5091702,-89.0419463 42.5105867,-89.0419678 42.5109911,-89.042013 42.5128128,-89.0420581 42.5146317,-89.042069 42.5155766,-89.0420709 42.516137))",21585682,Bluff Street,,residential,0,0,
"MULTILINESTRING ((-89.0588 42.4962676,-89.0588112 42.497068,-89.0588125 42.4971586,-89.0588129 42.4972313,-89.058818 42.498053,-89.0588337 42.4989863,-89.0588505 42.499899,-89.0588499 42.5008166,-89.058852 42.501277,-89.0588632 42.5017297,-89.058862 42.5026373,-89.0588904 42.5035354,-89.0588967 42.5040074,-89.0589121 42.5053528,-89.0589284 42.5071831,-89.0589315 42.50763,-89.0589429 42.5092255,-89.0589512 42.5108302,-89.0589456 42.5119007,-89.0589315 42.5123525,-89.0589203 42.5127108,-89.058912 42.512976,-89.0589106 42.5133137,-89.0588787 42.5181224,-89.0588804 42.5217846,-89.0588867 42.5254303,-89.0588764 42.526236))",21585723,Cleveland Street,,residential,0,0,
"MULTILINESTRING ((-89.041877 42.51958,-89.043017 42.519552,-89.044112 42.519535,-89.045229 42.519512,-89.046336 42.519494,-89.047243 42.519478,-89.047296 42.519473))",21585741,Ridgeland Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0264615 42.5502948,-89.0270955 42.5502948))",21585745,Bridget Drive,,residential,0,0,
"MULTILINESTRING ((-88.9923343 42.4963658,-88.9931837 42.4963333))",21585810,County Highway P,CTH P,tertiary,0,1,55
"MULTILINESTRING ((-88.9830742 42.5685629,-88.9812158 42.5685563))",21585865,East Creek Road,,residential,0,0,
"MULTILINESTRING ((-89.035133 42.496594,-89.0350364 42.4966175,-89.0349319 42.4966429,-89.0346875 42.4967105,-89.0344473 42.4967769,-89.0341276 42.4968653,-89.0340524 42.4968824,-89.0339614 42.4968957,-89.0338679 42.4969045,-89.0337834 42.4969125,-89.0331757 42.49697,-89.0314638 42.4971321,-89.031093 42.497182,-89.0309721 42.4972044,-89.0307533 42.497245))",21585873,Colby Street,,residential,0,0,25
"MULTILINESTRING ((-89.033575 42.54989,-89.033575 42.550909))",21585876,South Killarney Lane,,residential,0,0,
"MULTILINESTRING ((-89.035233 42.545645,-89.035106 42.545743,-89.03499 42.545796,-89.034556 42.545979,-89.034255 42.546118,-89.0339203 42.5462516,-89.033824 42.54629,-89.033551 42.546335,-89.033285 42.546361,-89.033059 42.54635,-89.03287 42.546321,-89.032704 42.546267,-89.032578 42.546206,-89.032441 42.546115))",21585917,North Hill Road,,residential,0,0,
"MULTILINESTRING ((-89.032982 42.548311,-89.032802 42.548182,-89.03247 42.548036,-89.03226 42.548012,-89.032042 42.548035,-89.031684 42.548111,-89.03122 42.548216,-89.030376 42.548264,-89.029247 42.548509,-89.028979 42.54858,-89.027756 42.548778,-89.0275 42.548805,-89.02709 42.548829,-89.026443 42.548826))",21585933,East Holiday Drive,,residential,0,0,
"MULTILINESTRING ((-89.0435346 42.5378528,-89.0435989 42.5378274,-89.0436545 42.5378178,-89.0437367 42.5378121,-89.0470502 42.5377961,-89.0484114 42.5377837,-89.0488552 42.5378042,-89.0494901 42.5378472,-89.0496585 42.5378578,-89.0498225 42.537862,-89.0502823 42.5378687,-89.0505215 42.5378645,-89.0507392 42.537854,-89.050805 42.5378487,-89.0508742 42.537834,-89.050939 42.537813))",21585965,Kelsey Road,,residential,0,0,
"MULTILINESTRING ((-89.0248094 42.4978148,-89.0261507 42.4976822,-89.0267606 42.4976732,-89.0267699 42.4976731,-89.026897 42.4976835))",21585989,St Paul Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0178429 42.551159,-89.0178206 42.5520031))",21586089,Kind Drive,,residential,0,0,
"MULTILINESTRING ((-89.0208789 42.502103,-89.020409 42.501876,-89.020341 42.501865,-89.020304 42.501871))",21586157,Poydras Street,,residential,0,0,25
"MULTILINESTRING ((-89.017507 42.544207,-89.0174839 42.5453144,-89.0174797 42.5457985,-89.017476 42.546205))",21586184,Robinson Drive,,residential,0,0,
"MULTILINESTRING ((-89.0171371 42.5322653,-89.017139 42.532516,-89.017154 42.532661,-89.017206 42.532984,-89.017217 42.533155,-89.017219 42.533513,-89.01719 42.5352091,-89.017181 42.5360034,-89.0171703 42.5367798,-89.0171662 42.5375648,-89.017156 42.538333,-89.0171401 42.5391306,-89.017139 42.539713,-89.017152 42.539901,-89.017191 42.540094,-89.0172093 42.5402274,-89.0174861 42.5410131,-89.0175266 42.5411279,-89.017523 42.541734,-89.0175184 42.5426916,-89.0175087 42.5430952))",21586190,Robinson Drive,,residential,0,0,
"MULTILINESTRING ((-89.0740491 42.5313705,-89.0738001 42.5313905,-89.0734511 42.5314285,-89.0730701 42.5314605,-89.0722979 42.5314939))",21586244,Ute Court,,residential,0,0,
"MULTILINESTRING ((-89.010713 42.525418,-89.010705 42.525905,-89.0107044 42.5259472,-89.010694 42.52663,-89.01069 42.526914,-89.010678 42.527778,-89.010646 42.530115,-89.010645 42.530235,-89.0106337 42.530639))",21586269,Crane Avenue,,residential,0,0,
"MULTILINESTRING ((-89.011338 42.563993,-89.0088971 42.5640128,-89.005058 42.564044,-89.00495 42.564025,-89.004875 42.563979))",21586300,Thomas Road,,residential,0,0,
"MULTILINESTRING ((-89.0196564 42.5511638,-89.0196125 42.5533074,-89.019598 42.5540432))",21586302,Graybill Drive,,residential,0,0,
"MULTILINESTRING ((-89.0631 42.561886,-89.0672318 42.5619148,-89.0680554 42.5619206,-89.0686468 42.5619321,-89.0712834 42.5619831,-89.0713765 42.5619807,-89.0721918 42.5619714,-89.0742163 42.5619433,-89.0756932 42.5619338,-89.0778718 42.5619869,-89.080572 42.562005,-89.0893078 42.5621216,-89.0901223 42.5621325,-89.0905663 42.5621384,-89.0908301 42.5621419,-89.0917235 42.5621539,-89.09231 42.5621617,-89.092634 42.562166,-89.0933422 42.5621718,-89.0953503 42.5621883,-89.0960555 42.5621941,-89.0971007 42.5622027,-89.0977461 42.562208,-89.0988429 42.562217,-89.0990752 42.5622189,-89.0996727 42.5622238,-89.1152431 42.5624416,-89.1174958 42.5624989,-89.1180761 42.5625137,-89.1215396 42.5626019,-89.1223428 42.5626178,-89.127618 42.562722,-89.129205 42.562755,-89.129412 42.562756))",21586308,West Creedy Road,,residential,0,0,
"MULTILINESTRING ((-89.00334 42.548829,-89.002743 42.548645,-89.002346 42.548553,-89.002137 42.548526,-89.001924 42.548508,-89.001469 42.548523,-89.00016 42.548766,-89 42.548826,-88.999886 42.548912,-88.99982 42.549016,-88.999792 42.54913,-88.999796 42.549682))",21586328,East Easy Street,,residential,0,0,
"MULTILINESTRING ((-89.0392765 42.5546531,-89.037373 42.554642,-89.036939 42.554643,-89.036717 42.554631,-89.036492 42.554614,-89.03516 42.554592,-89.035037 42.554602,-89.034936 42.554648,-89.034889 42.554723,-89.0348757 42.5549559))",21586336,Hillside Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0366699 42.5111144,-89.0369127 42.5111093,-89.0378823 42.5110889))",21586355,Liberty Avenue,,residential,0,0,
"MULTILINESTRING ((-88.966328 42.539196,-88.966192 42.539025,-88.966123 42.538939,-88.965964 42.538829,-88.96587 42.538785,-88.965773 42.538747,-88.965643 42.538716,-88.965575 42.538706,-88.963396 42.538674,-88.955143 42.538477))",21586417,Bee Lane,,residential,0,0,
"MULTILINESTRING ((-89.013463 42.525848,-89.01327 42.526001,-89.013228 42.526116,-89.0132118 42.526666,-89.013208 42.526846,-89.013185 42.527012,-89.013139 42.527174,-89.0128501 42.5277202,-89.012804 42.528006,-89.0128276 42.5283238))",21586429,Crest Road,,residential,0,0,
"MULTILINESTRING ((-88.996564 42.5284481,-88.997083 42.528883,-88.997173 42.528938,-88.997311 42.528996,-88.997461 42.529039,-88.997624 42.52906,-88.998563 42.529001,-88.998707 42.528975,-88.99884 42.528923,-88.998951 42.528847,-88.999031 42.528757,-88.99908 42.528661,-88.9991848 42.5284268))",21586444,Granite Terrace,,residential,0,0,
"MULTILINESTRING ((-89.068178 42.52957,-89.068201 42.529401))",21586458,Aspen Drive,,residential,0,0,
"MULTILINESTRING ((-89.0162767 42.524268,-89.0162241 42.5242365,-89.016146 42.5242155,-89.0160593 42.5242071,-89.0154572 42.5242106,-89.0141621 42.5242006,-89.0129893 42.5241941,-89.0126825 42.5241878,-89.012555 42.5241613))",21586475,Calumet Avenue,,residential,0,0,
