WKT,osm_id,name,ref,type,oneway,bridge,maxspeed
"MULTILINESTRING ((-89.0325359 42.5323431,-89.032527 42.533135,-89.0325112 42.533819,-89.0324922 42.5341467,-89.0324549 42.5342013,-89.0324068 42.5342303))",21576478,Genevieve,,residential,0,0,
"MULTILINESTRING ((-89.011374 42.560495,-89.011522 42.560498,-89.013737 42.560547,-89.016341 42.560616,-89.0193946 42.5606891,-89.0195816 42.5606821,-89.0197486 42.5606531,-89.0198856 42.5605891,-89.0199906 42.5604961,-89.0200606 42.5603851,-89.020078 42.560225,-89.0201088 42.5600823))",21576483,East Williams Drive,,residential,0,0,
"MULTILINESTRING ((-89.00257 42.516603,-89.002614 42.516657,-89.002663 42.516733,-89.0026936 42.5168305,-89.002726 42.516934,-89.002691 42.517039,-89.002628 42.517143,-89.00243 42.517523,-89.002314 42.517807,-89.002229 42.51806,-89.002138 42.518404,-89.002103 42.518621,-89.002095 42.518958))",21576489,South Ridge Road,,residential,0,0,40
"MULTILINESTRING ((-89.011783 42.5306507,-89.011105 42.5306437,-89.0106337 42.530639,-89.0095407 42.5306453,-89.0084302 42.530649,-89.0067807 42.5306517,-89.0052825 42.5306543,-89.003594 42.5306467))",21576497,Vail Terrace,,residential,0,0,
"MULTILINESTRING ((-89.0472 42.526398,-89.046461 42.526391,-89.046337 42.526398,-89.046149 42.526437,-89.046067 42.526454,-89.0452427 42.5267378,-89.0450205 42.5268232,-89.041487 42.5278108))",21576519,Cherry Street,,residential,0,0,
"MULTILINESTRING ((-88.9905482 42.5074509,-88.9908679 42.5083369,-88.9908752 42.5084735,-88.9907767 42.5090029))",21576529,Cherry Street,,residential,0,0,
"MULTILINESTRING ((-88.9891857 42.5258756,-88.9886396 42.5266538,-88.9885581 42.5267478,-88.9885026 42.5268051,-88.9884344 42.5268624,-88.9883327 42.5269209,-88.9882349 42.5269668,-88.9880543 42.5270389,-88.9878928 42.5270763,-88.9877477 42.5270946,-88.9875354 42.527105,-88.9873619 42.5271154,-88.987093 42.5271259,-88.9868664 42.5271389,-88.9867532 42.5271546,-88.9865762 42.5272015,-88.9860843 42.5273997,-88.9858967 42.5274936,-88.985787 42.5275693,-88.9857091 42.5276397,-88.9856348 42.5277414,-88.9855039 42.5279266,-88.9854083 42.5280257,-88.9853163 42.5280961,-88.9852136 42.5281483,-88.9851004 42.5281978,-88.9850013 42.5282213,-88.9849164 42.5282344,-88.9847606 42.52825,-88.9845412 42.5282604,-88.9840492 42.5282787,-88.9839678 42.5282839,-88.9839077 42.5282917,-88.9837732 42.528323,-88.9836245 42.5283674,-88.9830972 42.5285656,-88.9818884 42.5290647))",21577386,Fuller Road,,residential,0,0,
"MULTILINESTRING ((-89.0156394 42.4970843,-89.0181267 42.4975275))",21577418,Turtle Street,,residential,0,0,25
"MULTILINESTRING ((-89.0564083 42.5017168,-89.0564138 42.5026276,-89.0564132 42.5035268,-89.0564192 42.5039942,-89.0564169 42.5053525,-89.056425 42.5071905,-89.0564331 42.50761,-89.0564409 42.5087625,-89.0564458 42.5092136,-89.0564504 42.5095914,-89.0564431 42.510376,-89.0564426 42.5104202,-89.0564428 42.5108281,-89.056439 42.5112564,-89.056439 42.5112803,-89.056439 42.5114257,-89.0564379 42.511527,-89.0564372 42.5126386,-89.0564443 42.5130791,-89.0564294 42.514438,-89.056432 42.5180883,-89.0564351 42.5217626,-89.0564333 42.5218442,-89.0564271 42.5254071,-89.056426 42.526704,-89.0564305 42.5270712,-89.056421 42.52751,-89.056417 42.528032,-89.056414 42.528513,-89.056414 42.528643))",21577456,McKinley Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.017451 42.509208,-89.0173764 42.5092889,-89.0163839 42.510365,-89.0159333 42.5108715,-89.0158519 42.5109631))",21577460,Hinsdale Avenue,,residential,0,0,
"MULTILINESTRING ((-88.963486 42.563452,-88.961878 42.563975,-88.959132 42.564838,-88.958832 42.564951,-88.958412 42.56514,-88.95819 42.565222,-88.958004 42.565262,-88.957614 42.565275,-88.957418 42.565331,-88.957255 42.56545,-88.957204 42.565651,-88.957245 42.565884,-88.957654 42.566808))",21577473,East Wood Trail,,residential,0,0,
"MULTILINESTRING ((-89.035104 42.5570135,-89.035459 42.5568728,-89.0355248 42.5568555,-89.0355957 42.5568498,-89.0356785 42.5568471,-89.0357664 42.5568443,-89.0358263 42.5568371,-89.036126 42.5567654))",21577485,East Berkshire Court,,residential,0,0,
"MULTILINESTRING ((-89.051249 42.554464,-89.0512516 42.554556,-89.051217 42.554794,-89.051216 42.554835,-89.051202 42.555369,-89.051182 42.556128,-89.051207 42.556257,-89.051228 42.556278,-89.051278 42.556307,-89.051301 42.556315,-89.051612 42.5563892,-89.0517885 42.5564152,-89.0519394 42.5564345,-89.0520553 42.5564405,-89.0522139 42.5564318,-89.0523391 42.5564388,-89.052436 42.55647,-89.052462 42.556494))",21577506,Big Hill Drive,,residential,0,0,
"MULTILINESTRING ((-89.031236 42.527819,-89.0301223 42.527812,-89.0290091 42.5278025,-89.027893 42.527795,-89.0267468 42.5277803,-89.025437 42.5277683,-89.0241358 42.5277653,-89.0229714 42.5277483,-89.0218608 42.52775,-89.0207431 42.5277513,-89.019654 42.5277445,-89.0185836 42.5277425))",21577513,Eddy Avenue,,residential,0,0,
"MULTILINESTRING ((-89.06611 42.52955,-89.066594 42.529554,-89.068178 42.52957,-89.069894 42.529587,-89.0702 42.52959,-89.071604 42.529602,-89.072817 42.52961,-89.074048 42.529625))",21577559,Staborn Drive,,residential,0,0,
"MULTILINESTRING ((-89.039324 42.5208846,-89.0401285 42.5208697,-89.0422917 42.5208404))",21577579,Chestnut Avenue,,residential,0,0,
"MULTILINESTRING ((-88.986715 42.546803,-88.986692 42.547059,-88.986671 42.547201,-88.986623 42.547351,-88.986538 42.547494,-88.986433 42.547623,-88.986214 42.547872,-88.985762 42.548388,-88.985506 42.548631,-88.985403 42.548698,-88.985237 42.548768,-88.985113 42.548812,-88.984973 42.548845,-88.984662 42.548871))",21577708,South Suburban Drive,,residential,0,0,
"MULTILINESTRING ((-89.0216325 42.5322855,-89.021614 42.533045,-89.021593 42.533812,-89.021575 42.534432))",21577712,Advance Drive,,residential,0,0,
"MULTILINESTRING ((-89.0141477 42.5231241,-89.014166 42.5234051,-89.0141621 42.5242006,-89.0141496 42.5249965))",21577717,Marion Court,,residential,0,0,
"MULTILINESTRING ((-89.014066 42.521665,-89.0140559 42.5231781))",21577719,Marion Court,,residential,0,0,
"MULTILINESTRING ((-89.018344 42.496874,-89.0183201 42.4969458,-89.0181267 42.4975275,-89.0180199 42.4978482))",21577754,Morgan Street,,residential,0,0,25
"MULTILINESTRING ((-89.011924 42.506244,-89.011928 42.506332,-89.011957 42.5068917,-89.011953 42.506932,-89.011954 42.50775,-89.011999 42.507858,-89.0121164 42.50807,-89.01213 42.508143,-89.012124 42.508259,-89.012131 42.508413,-89.012115 42.508832,-89.012085 42.509127,-89.01208 42.509233,-89.0120858 42.5099682,-89.012068 42.510609,-89.01208 42.510699,-89.012144 42.510784,-89.012264 42.510837,-89.0124754 42.5108867))",21577916,Brewster Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.022083 42.4976836,-89.0220199 42.4975753,-89.0219889 42.4975677,-89.0217722 42.4975466,-89.0216936 42.4975386,-89.0212316 42.4974023,-89.0211484 42.4973777,-89.0209365 42.4973152,-89.0207167 42.4972503,-89.0206909 42.4972427,-89.0206285 42.4972398,-89.0203897 42.4972478,-89.0202913 42.4972511,-89.0202606 42.4972565,-89.0201411 42.4972773))",21577937,Marinoff Drive,,residential,0,0,25
"MULTILINESTRING ((-89.019544 42.53819,-89.0185 42.538324,-89.018284 42.538336,-89.017156 42.538333))",21577940,Bramble Court,,residential,0,0,
"MULTILINESTRING ((-88.995187 42.532021,-88.995312 42.531906,-88.99541 42.531726,-88.995499 42.53084,-88.995557 42.530292,-88.9955695 42.5302616,-88.9955836 42.5302379,-88.9956157 42.5301942,-88.9956848 42.5301215))",21577955,Yorkshire Drive,,residential,0,0,
"MULTILINESTRING ((-89.006773 42.513392,-89.006719 42.513404,-89.006345 42.513625,-89.005788 42.513954,-89.005549 42.514095,-89.005385 42.514184,-89.005218 42.514233,-89.005072 42.514257,-89.004943 42.514286,-89.004833 42.514338,-89.004256 42.514661,-89.004078 42.51475,-89.003915 42.514893))",21577974,Hickory Drive,,residential,0,0,25
"MULTILINESTRING ((-89.004579 42.515535,-89.004532 42.51549,-89.004149 42.515119,-89.003961 42.514938,-89.003915 42.514893,-89.0038373 42.5148315,-89.0039429 42.514648,-89.0040153 42.5143851,-89.0040529 42.514136,-89.00401 42.5138216,-89.0039268 42.5136496,-89.0038774 42.5135938,-89.0038008 42.5135072,-89.0036759 42.5133841,-89.0033326 42.5130835,-89.0027747 42.5127672,-89.0022521 42.5125766,-89.0020459 42.5125154,-89.0018594 42.5124737,-89.0015875 42.5124449,-89.0010967 42.51241,-89.0007704 42.5123851,-89.0004042 42.5124287,-88.9998121 42.5124767,-88.9996772 42.5124829,-88.9996135 42.5124842,-88.9995136 42.5124863,-88.9993698 42.5124616,-88.999106 42.5124012,-88.9989482 42.5123338,-88.9988396 42.5122707,-88.9987501 42.5122165,-88.9986464 42.5121544,-88.9984517 42.5121246,-88.9980911 42.5122028,-88.9979264 42.5123116,-88.9978319 42.5124414,-88.9978515 42.512836,-88.9978527 42.5134886,-88.997863 42.5142804,-88.9978795 42.5145947))",21577981,Hickory Drive,,residential,0,0,25
"MULTILINESTRING ((-89.0140709 42.5046518,-89.013879 42.504334,-89.013774 42.504246,-89.013638 42.504177,-89.01348 42.504129,-89.013301 42.504089,-89.013123 42.504041,-89.012958 42.503968,-89.012783 42.50386,-89.01267 42.50379,-89.012521 42.50372,-89.012497 42.503713,-89.012035 42.50358,-89.011738 42.503444,-89.01136 42.503215,-89.011231 42.503166,-89.011086 42.503152,-89.01094 42.50316,-89.010429 42.503292,-89.010362 42.503309,-89.01028 42.503375,-89.010255 42.503462,-89.010283 42.503558,-89.010375 42.503708,-89.010493 42.503901,-89.010541 42.503978,-89.010803 42.504406,-89.0109838 42.504617))",21578038,Sherwood Drive Southwest,,residential,0,0,25
"MULTILINESTRING ((-89.032512 42.554767,-89.032492 42.555376,-89.032475 42.555482,-89.032424 42.555581,-89.03239 42.555609))",21578093,South Daffodil Lane,,residential,0,0,
"MULTILINESTRING ((-89.0472 42.526398,-89.047459 42.527038,-89.047462 42.527102,-89.047437 42.527161,-89.047386 42.527205))",21578101,Terry Court,,residential,0,0,
"MULTILINESTRING ((-89.0148563 42.5179361,-89.015117 42.519019,-89.015255 42.519561,-89.0154592 42.5203876,-89.0154802 42.5204672,-89.0154651 42.5211226,-89.015456 42.521816,-89.0154682 42.5225906,-89.0154633 42.5234131,-89.0154572 42.5242106,-89.0154471 42.5250016))",21578113,Chapman Avenue,,residential,0,0,
"MULTILINESTRING ((-88.9913432 42.5073586,-88.9917211 42.508298,-88.9917423 42.508559,-88.9915621 42.509203,-88.9914669 42.5092552))",21578118,Poplar Road,,residential,0,0,
"MULTILINESTRING ((-89.0268035 42.5138688,-89.0266707 42.5138672,-89.0242465 42.5138384,-89.0241146 42.5138368))",21578120,Bellevue Place,,residential,0,0,
"MULTILINESTRING ((-89.0267922 42.5163779,-89.0266809 42.5163777,-89.0242475 42.5163738,-89.0241427 42.5163736,-89.0240302 42.5163732,-89.020855 42.5163605,-89.0207768 42.5163602,-89.0181528 42.5163497,-89.0180965 42.5163603,-89.0180655 42.516377))",21578137,Harvey Street,,residential,0,0,
"MULTILINESTRING ((-89.0361364 42.555317,-89.0360642 42.5554707,-89.0360024 42.5555378,-89.0359758 42.5555766,-89.0359567 42.5556258,-89.0359477 42.5556833,-89.0359372 42.5557756,-89.0359261 42.5558724,-89.0359231 42.5559277,-89.0359306 42.5559629,-89.0359634 42.5560007,-89.0360037 42.5560248,-89.0360414 42.5560328,-89.0360742 42.5560334,-89.0361086 42.5560291,-89.0361481 42.5560081,-89.0361766 42.5559864,-89.036185 42.5559648,-89.0361833 42.5559252,-89.0361649 42.5558745,-89.0361313 42.5558485,-89.0360582 42.5558189,-89.0359372 42.5557756))",21578148,South Lexington Court,,residential,0,0,
"MULTILINESTRING ((-88.9947241 42.5068751,-88.9946834 42.5097825,-88.9946927 42.509912,-88.9947072 42.5099784,-88.9947472 42.5100732,-88.9948054 42.5101876))",21578162,Willowbrook Road,,tertiary,0,0,
"MULTILINESTRING ((-89.065452 42.5844487,-89.065477 42.583433,-89.06551 42.581983,-89.065531 42.581105,-89.065542 42.580623,-89.065553 42.5795022))",21578213,South Chippendale Drive,,residential,0,0,
"MULTILINESTRING ((-89.0177375 42.5315445,-89.0155818 42.5315412))",21578253,Holmes Street,,residential,0,0,
"MULTILINESTRING ((-89.0117331 42.5335886,-89.0104258 42.5335789,-89.0102182 42.5335789,-89.008749 42.5335953,-89.0084054 42.5335964))",21578269,Mason Road,,residential,0,0,
"MULTILINESTRING ((-89.041647 42.562782,-89.038368 42.562741,-89.0367908 42.5627875))",21578272,Centre Street,,residential,0,0,
"MULTILINESTRING ((-89.061316 42.5208781,-89.0617408 42.520882,-89.0618856 42.520882,-89.0622183 42.5208864,-89.0633632 42.5208969,-89.0637291 42.5209003,-89.064941 42.5209084,-89.0655578 42.5209153,-89.0659008 42.5209191,-89.067127 42.520919))",21578280,Poff Street,,residential,0,0,
"MULTILINESTRING ((-88.994515 42.528156,-88.99452 42.528196,-88.994567 42.528258,-88.995087 42.528534,-88.995215 42.528588,-88.995479 42.528652,-88.995594 42.528695,-88.995686 42.528759,-88.995752 42.528831,-88.9958222 42.5289132))",21578317,Fieldstone Lane,,residential,0,0,
"MULTILINESTRING ((-89.008706 42.537464,-89.007234 42.53747,-89.006744 42.53749,-89.006368 42.537543,-89.006074 42.537615,-89.00598 42.537665,-89.0059571 42.5377089,-89.005941 42.53774,-89.005966 42.537916))",21578345,Wren Drive,,residential,0,0,
"MULTILINESTRING ((-88.998035 42.548588,-88.996066 42.548601,-88.995646 42.548629,-88.995469 42.548686,-88.995237 42.548889,-88.994926 42.549607))",21578378,East Lorena Drive,,residential,0,0,
"MULTILINESTRING ((-89.0264622 42.5511073,-89.0263387 42.5510841,-89.0261444 42.5510888,-89.0260099 42.5511018))",21578423,East Winfield Court,,residential,1,0,
"MULTILINESTRING ((-89.033989 42.552982,-89.034053 42.553002,-89.03415 42.553072,-89.034189 42.553165,-89.0341347 42.5548185))",21578464,Lilac Road,,residential,0,0,
"MULTILINESTRING ((-89.0478629 42.5035063,-89.047915 42.505298,-89.0479746 42.5073179,-89.0479951 42.5077473,-89.048002 42.5091922,-89.0480006 42.5095855,-89.0480363 42.5108819,-89.0481036 42.5126832,-89.0481467 42.5144933))",21578494,9th Street,,residential,0,0,
"MULTILINESTRING ((-89.0481467 42.5144933,-89.048114 42.514615,-89.048107 42.5159899))",21578497,9th Street,,residential,1,0,
"MULTILINESTRING ((-88.9835497 42.5209883,-88.9834124 42.5210434,-88.9816915 42.5217336,-88.981143 42.5219536,-88.981053 42.5219821,-88.9809928 42.5220011,-88.9807988 42.5220482,-88.9806125 42.5220685,-88.9803811 42.5220742,-88.979676 42.5220702))",21578522,Wyetta Drive,,residential,0,0,
"MULTILINESTRING ((-88.9892059 42.5395087,-88.989181 42.538967,-88.989165 42.538581,-88.989121 42.53836,-88.989063 42.538275,-88.989028 42.538239))",21578632,Lori Ann Drive,,residential,0,0,
"MULTILINESTRING ((-89.0201088 42.5600823,-89.020098 42.559996,-89.020098 42.559888,-89.02008 42.559764,-89.020013 42.559645,-89.01991 42.55955,-89.019777 42.559486,-89.019627 42.559456,-89.019477 42.559448,-89.017669 42.559435,-89.017455 42.559429,-89.016812 42.559426,-89.016374 42.559414))",21578647,East Stratford Drive,,residential,0,0,
"MULTILINESTRING ((-89.0267997 42.515433,-89.0266692 42.5154307,-89.024248 42.5153886,-89.0241221 42.5153864))",21578652,Alice Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0299792 42.5323279,-89.029965 42.533121,-89.0299391 42.5341005))",21578657,Grace Avenue,,residential,0,0,
"MULTILINESTRING ((-89.068656 42.505857,-89.0686536 42.5063226,-89.0686547 42.507243,-89.0686608 42.5082811,-89.0686816 42.5093176,-89.0686788 42.5109025,-89.0686374 42.5145353,-89.0685936 42.5181727))",21578661,Bittel Street,,residential,0,0,
"MULTILINESTRING ((-89.0682428 42.5204938,-89.0680578 42.5206252,-89.0678818 42.5207549,-89.06734 42.5211031))",21578663,Bittel Street,,residential,0,0,
"MULTILINESTRING ((-89.026677 42.510721,-89.02685 42.510702))",21578746,White Avenue,WI 81,primary,1,0,
"MULTILINESTRING ((-89.029868 42.508712,-89.029444 42.5090799,-89.0292863 42.5092104,-89.0291415 42.5093084,-89.0289554 42.5094207,-89.0287821 42.5095191,-89.0286967 42.5095676,-89.0282281 42.5098299,-89.0280982 42.5099052,-89.0279581 42.51,-89.0278485 42.5100873,-89.0276328 42.510243,-89.0274494 42.5103663,-89.0272845 42.5104489,-89.0270923 42.5105389,-89.0270005 42.5105766,-89.026849 42.5106389))",21578761,White Avenue,WI 81,primary,1,0,
"MULTILINESTRING ((-89.031849 42.508282,-89.031723 42.508299,-89.0315695 42.5083181,-89.0314391 42.508326,-89.031281 42.508332,-89.030677 42.508349,-89.030493 42.508375,-89.0304546 42.508386,-89.0303521 42.5084201,-89.0302497 42.5084616,-89.0301399 42.5085147,-89.0300603 42.5085695,-89.0299667 42.508637,-89.029868 42.508712))",21578765,White Avenue,WI 81,primary,1,0,
"MULTILINESTRING ((-89.0657875 42.5186093,-89.0654959 42.5188051,-89.0652278 42.5189882,-89.0651303 42.5190547,-89.0650465 42.519115,-89.064986 42.5191739,-89.064953 42.519256,-89.064941 42.5209084,-89.0649478 42.5214918,-89.0649518 42.5218358,-89.064914 42.524414,-89.064924 42.5254873,-89.06488 42.525779,-89.064832 42.525905,-89.064726 42.526023,-89.064606 42.526132,-89.064506 42.526279,-89.06446 42.526391,-89.064434 42.526533,-89.064419 42.527126,-89.0644286 42.5280553,-89.064428 42.529068))",21578775,Sun Valley Drive,,residential,0,0,
"MULTILINESTRING ((-89.065404 42.526214,-89.06554 42.526396,-89.065585 42.526516,-89.065604 42.526649,-89.065595 42.529063))",21578784,Meredith Drive,,residential,0,0,
"MULTILINESTRING ((-89.012586 42.54378,-89.012551 42.54565,-89.012609 42.545737,-89.012718 42.545784,-89.013778 42.5457886))",21578984,Scotties Drive,,residential,0,0,
"MULTILINESTRING ((-89.018249 42.533534,-89.018169 42.533525,-89.017976 42.533519,-89.017219 42.533513))",21579031,Avon Court,,residential,0,0,
"MULTILINESTRING ((-89.0373133 42.5198123,-89.0378034 42.5194501,-89.0380695 42.5193109,-89.038271 42.5192414,-89.0384904 42.5191889,-89.038745 42.5191497,-89.0389064 42.5191363,-89.0392235 42.5191287,-89.0393192 42.5191264,-89.040968 42.5190837,-89.041197 42.5190713,-89.041696 42.5190055))",21579102,Maple Avenue,,tertiary,1,0,
"MULTILINESTRING ((-89.0166415 42.554027,-89.0166398 42.5541339,-89.0166348 42.5544387,-89.0166077 42.5560949,-89.0166152 42.5563681,-89.016569 42.557599,-89.016488 42.558337,-89.016452 42.55871,-89.016374 42.559414,-89.016355 42.559718,-89.016341 42.560616,-89.016327 42.561262))",21579176,South Flack Road,,residential,0,0,
"MULTILINESTRING ((-89.016443 42.563428,-89.01636 42.568558))",21579179,South Flack Road,,residential,0,0,
"MULTILINESTRING ((-89.039465 42.5216108,-89.0397213 42.5216084,-89.0413435 42.521593,-89.0425877 42.5215817))",21579196,Birch Avenue,,residential,0,0,
"MULTILINESTRING ((-89.000573 42.52867,-89.000649 42.528607,-89.000705 42.528549,-89.000765 42.528459,-89.000797 42.528344,-89.0008149 42.5270764,-89.0008017 42.5269777,-89.000765 42.5268737,-89.0006858 42.5267517,-89.0006178 42.5266668))",21579232,Pebble Drive,,residential,0,0,
"MULTILINESTRING ((-89.0409 42.526272,-89.0432855 42.5255954,-89.0441748 42.5253416,-89.0444904 42.525268))",21579237,Dawson Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0360789 42.5002622,-89.0365617 42.5008353))",21579276,West Grand Avenue,,residential,0,1,25
"MULTILINESTRING ((-89.033657 42.554787,-89.033613 42.555511,-89.033589 42.555633,-89.033537 42.555784,-89.033449 42.555924,-89.033212 42.556176,-89.033062 42.556272,-89.032904 42.556358))",21579290,South Lilac Road,,residential,0,0,
"MULTILINESTRING ((-89.045406 42.541733,-89.045856 42.541728,-89.045964 42.54172,-89.046149 42.541705,-89.046661 42.541645))",21579321,Ravine Drive,,residential,0,0,
"MULTILINESTRING ((-88.9807988 42.5220482,-88.980881 42.522173,-88.9812475 42.5226802,-88.9816755 42.5232726,-88.981734 42.5233557,-88.9824734 42.5244058))",21579335,Branigan Road,,residential,0,0,
"MULTILINESTRING ((-89.030513 42.545553,-89.02641 42.545531))",21579435,Carolyn Drive,,residential,0,0,
"MULTILINESTRING ((-88.9942122 42.5295373,-88.993672 42.530636,-88.993634 42.530772,-88.99362 42.530891,-88.993607 42.531237))",21579442,Regal Oaks Court,,residential,0,0,
